X [m],Y [m],Z [m],Heat Transfer Coefficient [W/m^2/K]
0.0795,0.0545,0,3.498522788
0.0795,0.0545,0.003,2.002457379
0.0795,0.0555,0,3.461372165
0.0795,0.0555,0.003,1.988156987
0.0795,0.0565,0,3.427178453
0.0795,0.0565,0.003,1.996396363
0.0795,0.0575,0,3.392984741
0.0795,0.0575,0.003,2.00463574
0.0795,0.0585,0,3.358791029
0.0795,0.0585,0.003,2.012875116
0.0795,0.0595,0,3.338342348
0.0795,0.0595,0.003,2.11203246
0.0795,0.0605,0,3.323814322
0.0795,0.0605,0.003,2.250352607
0.0795,0.0615,0,3.309286296
0.0795,0.0615,0.003,2.388672754
0.0795,0.0625,0,3.29475827
0.0795,0.0625,0.003,2.526992901
0.0795,0.0635,0,3.308099417
0.0795,0.0635,0.003,2.765095873
0.0795,0.0645,0,3.329349964
0.0795,0.0645,0.003,3.031517672
0.0795,0.0655,0,3.350600511
0.0795,0.0655,0.003,3.297939472
0.0795,0.0665,0,3.371851058
0.0795,0.0665,0.003,3.564361271
0.0795,0.0675,0,3.422841418
0.0795,0.0675,0.003,3.874441535
0.0795,0.0685,0,3.478716032
0.0795,0.0685,0.003,4.191691952
0.0795,0.0695,0,3.534590647
0.0795,0.0695,0.003,4.508942369
0.0795,0.0705,0,3.590465261
0.0795,0.0705,0.003,4.826192787
0.0795,0.0715,0,3.66424679
0.0795,0.0715,0.003,5.100283897
0.0795,0.0725,0,3.739192927
0.0795,0.0725,0.003,5.371568066
0.0795,0.0735,0,3.814139064
0.0795,0.0735,0.003,5.642852235
0.0795,0.0745,0,3.889215465
0.0795,0.0745,0.003,5.910887923
0.0795,0.0755,0,3.971041214
0.0795,0.0755,0.003,6.010609998
0.0795,0.0765,0,4.052866963
0.0795,0.0765,0.003,6.110332072
0.0795,0.0775,0,4.134692713
0.0795,0.0775,0.003,6.210054147
0.0795,0.0785,0,4.216656777
0.0795,0.0785,0.003,6.285741302
0.0795,0.0795,0,4.299880572
0.0795,0.0795,0.003,6.142526232
0.0795,0.0805,0,4.383104367
0.0795,0.0805,0.003,5.999311161
0.0795,0.0815,0,4.466328161
0.0795,0.0815,0.003,5.85609609
0.0795,0.0825,0,4.550702721
0.0795,0.0825,0.003,5.688139095
0.0795,0.0835,0,4.640357713
0.0795,0.0835,0.003,5.406650557
0.0795,0.0845,0,4.730012706
0.0795,0.0845,0.003,5.125162019
0.0795,0.0855,0,4.819667699
0.0795,0.0855,0.003,4.843673481
0.0795,0.0865,0,4.916385571
0.0795,0.0865,0.003,4.572214611
0.0795,0.0875,0,5.033317242
0.0795,0.0875,0.003,4.32946042
0.0795,0.0885,0,5.150248914
0.0795,0.0885,0.003,4.086706229
0.0795,0.0895,0,5.267180585
0.0795,0.0895,0.003,3.843952039
0.0795,0.0905,0,5.421054627
0.0795,0.0905,0.003,3.649961384
0.0795,0.0915,0,5.646981829
0.0795,0.0915,0.003,3.551080136
0.0795,0.0925,0,5.872909031
0.0795,0.0925,0.003,3.452198888
0.0795,0.0935,0,6.098836233
0.0795,0.0935,0.003,3.353317639
0.0795,0.0945,0,6.993453421
0.0795,0.0945,0.003,3.989368407
0.0795,0.0955,0,8.815548113
0.0795,0.0955,0.003,5.644774821
0.0795,0.0965,0,10.6376428
0.0795,0.0965,0.003,7.300181236
0.0795,0.0975,0,12.4597375
0.0795,0.0975,0.003,8.95558765
0.0795,0.0985,0,13.6863587
0.0795,0.0985,0.003,10.09707362
0.0795,0.0995,0,14.31496363
0.0795,0.0995,0.003,10.72244459
0.0805,0.0005,0,3.780140813
0.0805,0.0005,0.003,2.059277021
0.0805,0.0015,0,3.814525408
0.0805,0.0015,0.003,2.05695717
0.0805,0.0025,0,3.848910004
0.0805,0.0025,0.003,2.05463732
0.0805,0.0035,0,3.8832946
0.0805,0.0035,0.003,2.052317469
0.0805,0.0045,0,3.929454332
0.0805,0.0045,0.003,2.067060689
0.0805,0.0055,0,3.984178253
0.0805,0.0055,0.003,2.094214074
0.0805,0.0065,0,4.038902175
0.0805,0.0065,0.003,2.121367459
0.0805,0.0075,0,4.093626096
0.0805,0.0075,0.003,2.148520845
0.0805,0.0085,0,4.128193801
0.0805,0.0085,0.003,2.210084462
0.0805,0.0095,0,4.152328628
0.0805,0.0095,0.003,2.289458851
0.0805,0.0105,0,4.176463455
0.0805,0.0105,0.003,2.36883324
0.0805,0.0115,0,4.200598282
0.0805,0.0115,0.003,2.448207628
0.0805,0.0125,0,4.227188726
0.0805,0.0125,0.003,2.526826372
0.0805,0.0135,0,4.254646739
0.0805,0.0135,0.003,2.605178146
0.0805,0.0145,0,4.282104752
0.0805,0.0145,0.003,2.68352992
0.0805,0.0155,0,4.309562764
0.0805,0.0155,0.003,2.761881694
0.0805,0.0165,0,4.340729933
0.0805,0.0165,0.003,2.775167517
0.0805,0.0175,0,4.37271719
0.0805,0.0175,0.003,2.774067354
0.0805,0.0185,0,4.404704448
0.0805,0.0185,0.003,2.772967191
0.0805,0.0195,0,4.436691706
0.0805,0.0195,0.003,2.771867028
0.0805,0.0205,0,4.458876526
0.0805,0.0205,0.003,2.71070717
0.0805,0.0215,0,4.479959279
0.0805,0.0215,0.003,2.642794931
0.0805,0.0225,0,4.501042032
0.0805,0.0225,0.003,2.574882692
0.0805,0.0235,0,4.522124785
0.0805,0.0235,0.003,2.506970453
0.0805,0.0245,0,4.530791715
0.0805,0.0245,0.003,2.462865241
0.0805,0.0255,0,4.539191473
0.0805,0.0255,0.003,2.419272323
0.0805,0.0265,0,4.547591232
0.0805,0.0265,0.003,2.375679405
0.0805,0.0275,0,4.554615986
0.0805,0.0275,0.003,2.334800602
0.0805,0.0285,0,4.539684773
0.0805,0.0285,0.003,2.337260589
0.0805,0.0295,0,4.52475356
0.0805,0.0295,0.003,2.339720576
0.0805,0.0305,0,4.509822347
0.0805,0.0305,0.003,2.342180562
0.0805,0.0315,0,4.492862838
0.0805,0.0315,0.003,2.344982562
0.0805,0.0325,0,4.463332709
0.0805,0.0325,0.003,2.349904229
0.0805,0.0335,0,4.43380258
0.0805,0.0335,0.003,2.354825896
0.0805,0.0345,0,4.404272451
0.0805,0.0345,0.003,2.359747563
0.0805,0.0355,0,4.371801911
0.0805,0.0355,0.003,2.361374625
0.0805,0.0365,0,4.328841244
0.0805,0.0365,0.003,2.351247948
0.0805,0.0375,0,4.285880577
0.0805,0.0375,0.003,2.341121271
0.0805,0.0385,0,4.24291991
0.0805,0.0385,0.003,2.330994594
0.0805,0.0395,0,4.198310173
0.0805,0.0395,0.003,2.324318984
0.0805,0.0405,0,4.149833017
0.0805,0.0405,0.003,2.325736859
0.0805,0.0415,0,4.101355861
0.0805,0.0415,0.003,2.327154734
0.0805,0.0425,0,4.052878705
0.0805,0.0425,0.003,2.32857261
0.0805,0.0435,0,4.003565932
0.0805,0.0435,0.003,2.331843404
0.0805,0.0445,0,3.952883602
0.0805,0.0445,0.003,2.338151091
0.0805,0.0455,0,3.902201272
0.0805,0.0455,0.003,2.344458778
0.0805,0.0465,0,3.851518941
0.0805,0.0465,0.003,2.350766465
0.0805,0.0475,0,3.802701882
0.0805,0.0475,0.003,2.342566186
0.0805,0.0485,0,3.7560839
0.0805,0.0485,0.003,2.317261607
0.0805,0.0495,0,3.709465919
0.0805,0.0495,0.003,2.291957029
0.0805,0.0505,0,3.662847937
0.0805,0.0505,0.003,2.26665245
0.0805,0.0515,0,3.620347976
0.0805,0.0515,0.003,2.230447024
0.0805,0.0525,0,3.581371031
0.0805,0.0525,0.003,2.18491579
0.0805,0.0535,0,3.542394086
0.0805,0.0535,0.003,2.139384555
0.0805,0.0545,0,3.503417142
0.0805,0.0545,0.003,2.09385332
0.0805,0.0555,0,3.469491717
0.0805,0.0555,0.003,2.070164086
0.0805,0.0565,0,3.438676407
0.0805,0.0565,0.003,2.05992252
0.0805,0.0575,0,3.407861098
0.0805,0.0575,0.003,2.049680953
0.0805,0.0585,0,3.377045788
0.0805,0.0585,0.003,2.039439386
0.0805,0.0595,0,3.362208613
0.0805,0.0595,0.003,2.101894415
0.0805,0.0605,0,3.354253999
0.0805,0.0605,0.003,2.195663413
0.0805,0.0615,0,3.346299385
0.0805,0.0615,0.003,2.289432412
0.0805,0.0625,0,3.338344772
0.0805,0.0625,0.003,2.38320141
0.0805,0.0635,0,3.358599808
0.0805,0.0635,0.003,2.576096274
0.0805,0.0645,0,3.386860873
0.0805,0.0645,0.003,2.797123516
0.0805,0.0655,0,3.415121938
0.0805,0.0655,0.003,3.018150759
0.0805,0.0665,0,3.443383003
0.0805,0.0665,0.003,3.239178001
0.0805,0.0675,0,3.498955949
0.0805,0.0675,0.003,3.523064062
0.0805,0.0685,0,3.559014402
0.0805,0.0685,0.003,3.817273604
0.0805,0.0695,0,3.619072855
0.0805,0.0695,0.003,4.111483147
0.0805,0.0705,0,3.679131308
0.0805,0.0705,0.003,4.405692689
0.0805,0.0715,0,3.75406797
0.0805,0.0715,0.003,4.683900979
0.0805,0.0725,0,3.829972263
0.0805,0.0725,0.003,4.961068599
0.0805,0.0735,0,3.905876556
0.0805,0.0735,0.003,5.238236218
0.0805,0.0745,0,3.981862411
0.0805,0.0745,0.003,5.51290915
0.0805,0.0755,0,4.062074211
0.0805,0.0755,0.003,5.658324717
0.0805,0.0765,0,4.142286011
0.0805,0.0765,0.003,5.803740284
0.0805,0.0775,0,4.222497811
0.0805,0.0775,0.003,5.949155851
0.0805,0.0785,0,4.302739875
0.0805,0.0785,0.003,6.072636942
0.0805,0.0795,0,4.383257573
0.0805,0.0795,0.003,5.99634597
0.0805,0.0805,0,4.463775272
0.0805,0.0805,0.003,5.920054998
0.0805,0.0815,0,4.544292971
0.0805,0.0815,0.003,5.843764025
0.0805,0.0825,0,4.625680413
0.0805,0.0825,0.003,5.737734858
0.0805,0.0835,0,4.711058783
0.0805,0.0835,0.003,5.49524811
0.0805,0.0845,0,4.796437153
0.0805,0.0845,0.003,5.252761362
0.0805,0.0855,0,4.881815523
0.0805,0.0855,0.003,5.010274613
0.0805,0.0865,0,4.974110019
0.0805,0.0865,0.003,4.767797898
0.0805,0.0875,0,5.08619831
0.0805,0.0875,0.003,4.525349896
0.0805,0.0885,0,5.198286601
0.0805,0.0885,0.003,4.282901894
0.0805,0.0895,0,5.310374892
0.0805,0.0895,0.003,4.040453892
0.0805,0.0905,0,5.459842523
0.0805,0.0905,0.003,3.837754605
0.0805,0.0915,0,5.682215588
0.0805,0.0915,0.003,3.712582033
0.0805,0.0925,0,5.904588654
0.0805,0.0925,0.003,3.587409461
0.0805,0.0935,0,6.126961719
0.0805,0.0935,0.003,3.462236888
0.0805,0.0945,0,7.015408071
0.0805,0.0945,0.003,4.073151846
0.0805,0.0955,0,8.82770255
0.0805,0.0955,0.003,5.705025157
0.0805,0.0965,0,10.63999703
0.0805,0.0965,0.003,7.336898468
0.0805,0.0975,0,12.45229151
0.0805,0.0975,0.003,8.968771779
0.0805,0.0985,0,13.67241949
0.0805,0.0985,0.003,10.09765892
0.0805,0.0995,0,14.29785229
0.0805,0.0995,0.003,10.72141203
0.0815,0.0005,0,3.840681056
0.0815,0.0005,0.003,2.033446202
0.0815,0.0015,0,3.873986729
0.0815,0.0015,0.003,2.032050926
0.0815,0.0025,0,3.907292403
0.0815,0.0025,0.003,2.03065565
0.0815,0.0035,0,3.940598076
0.0815,0.0035,0.003,2.029260373
0.0815,0.0045,0,3.984564775
0.0815,0.0045,0.003,2.046224771
0.0815,0.0055,0,4.036285358
0.0815,0.0055,0.003,2.076542367
0.0815,0.0065,0,4.088005942
0.0815,0.0065,0.003,2.106859963
0.0815,0.0075,0,4.139726525
0.0815,0.0075,0.003,2.137177559
0.0815,0.0085,0,4.170388444
0.0815,0.0085,0.003,2.200994207
0.0815,0.0095,0,4.190150377
0.0815,0.0095,0.003,2.282149997
0.0815,0.0105,0,4.20991231
0.0815,0.0105,0.003,2.363305787
0.0815,0.0115,0,4.229674243
0.0815,0.0115,0.003,2.444461576
0.0815,0.0125,0,4.253241753
0.0815,0.0125,0.003,2.521170881
0.0815,0.0135,0,4.278153773
0.0815,0.0135,0.003,2.596309244
0.0815,0.0145,0,4.303065792
0.0815,0.0145,0.003,2.671447608
0.0815,0.0155,0,4.327977812
0.0815,0.0155,0.003,2.746585971
0.0815,0.0165,0,4.358687803
0.0815,0.0165,0.003,2.756325433
0.0815,0.0175,0,4.390679717
0.0815,0.0175,0.003,2.751605293
0.0815,0.0185,0,4.422671631
0.0815,0.0185,0.003,2.746885152
0.0815,0.0195,0,4.454663545
0.0815,0.0195,0.003,2.742165012
0.0815,0.0205,0,4.475227478
0.0815,0.0205,0.003,2.681669423
0.0815,0.0215,0,4.494506589
0.0815,0.0215,0.003,2.614903121
0.0815,0.0225,0,4.513785699
0.0815,0.0225,0.003,2.54813682
0.0815,0.0235,0,4.533064809
0.0815,0.0235,0.003,2.481370518
0.0815,0.0245,0,4.537345387
0.0815,0.0245,0.003,2.443024121
0.0815,0.0255,0,4.541303217
0.0815,0.0255,0.003,2.40528928
0.0815,0.0265,0,4.545261048
0.0815,0.0265,0.003,2.367554438
0.0815,0.0275,0,4.547880228
0.0815,0.0275,0.003,2.332663678
0.0815,0.0285,0,4.529123948
0.0815,0.0285,0.003,2.343186985
0.0815,0.0295,0,4.510367667
0.0815,0.0295,0.003,2.353710293
0.0815,0.0305,0,4.491611387
0.0815,0.0305,0.003,2.3642336
0.0815,0.0315,0,4.471207881
0.0815,0.0315,0.003,2.374596746
0.0815,0.0325,0,4.440595495
0.0815,0.0325,0.003,2.38396727
0.0815,0.0335,0,4.409983108
0.0815,0.0335,0.003,2.393337795
0.0815,0.0345,0,4.379370722
0.0815,0.0345,0.003,2.402708319
0.0815,0.0355,0,4.345979076
0.0815,0.0355,0.003,2.406994011
0.0815,0.0365,0,4.302672223
0.0815,0.0365,0.003,2.393139203
0.0815,0.0375,0,4.25936537
0.0815,0.0375,0.003,2.379284394
0.0815,0.0385,0,4.216058517
0.0815,0.0385,0.003,2.365429586
0.0815,0.0395,0,4.171572656
0.0815,0.0395,0.003,2.354677194
0.0815,0.0405,0,4.124321768
0.0815,0.0405,0.003,2.351200626
0.0815,0.0415,0,4.077070881
0.0815,0.0415,0.003,2.347724058
0.0815,0.0425,0,4.029819993
0.0815,0.0425,0.003,2.34424749
0.0815,0.0435,0,3.982053293
0.0815,0.0435,0.003,2.346015939
0.0815,0.0445,0,3.933441186
0.0815,0.0445,0.003,2.35638085
0.0815,0.0455,0,3.88482908
0.0815,0.0455,0.003,2.366745761
0.0815,0.0465,0,3.836216974
0.0815,0.0465,0.003,2.377110672
0.0815,0.0475,0,3.789520219
0.0815,0.0475,0.003,2.37623602
0.0815,0.0485,0,3.745081587
0.0815,0.0485,0.003,2.362110384
0.0815,0.0495,0,3.700642955
0.0815,0.0495,0.003,2.347984749
0.0815,0.0505,0,3.656204323
0.0815,0.0505,0.003,2.333859113
0.0815,0.0515,0,3.616313248
0.0815,0.0515,0.003,2.305706706
0.0815,0.0525,0,3.580312664
0.0815,0.0525,0.003,2.265554224
0.0815,0.0535,0,3.54431208
0.0815,0.0535,0.003,2.225401743
0.0815,0.0545,0,3.508311496
0.0815,0.0545,0.003,2.185249261
0.0815,0.0555,0,3.477611269
0.0815,0.0555,0.003,2.152171186
0.0815,0.0565,0,3.450174362
0.0815,0.0565,0.003,2.123448676
0.0815,0.0575,0,3.422737455
0.0815,0.0575,0.003,2.094726166
0.0815,0.0585,0,3.395300547
0.0815,0.0585,0.003,2.066003656
0.0815,0.0595,0,3.386074878
0.0815,0.0595,0.003,2.09175637
0.0815,0.0605,0,3.384693676
0.0815,0.0605,0.003,2.14097422
0.0815,0.0615,0,3.383312475
0.0815,0.0615,0.003,2.190192069
0.0815,0.0625,0,3.381931274
0.0815,0.0625,0.003,2.239409919
0.0815,0.0635,0,3.409100199
0.0815,0.0635,0.003,2.387096674
0.0815,0.0645,0,3.444371782
0.0815,0.0645,0.003,2.56272936
0.0815,0.0655,0,3.479643365
0.0815,0.0655,0.003,2.738362046
0.0815,0.0665,0,3.514914948
0.0815,0.0665,0.003,2.913994732
0.0815,0.0675,0,3.575070479
0.0815,0.0675,0.003,3.171686589
0.0815,0.0685,0,3.639312771
0.0815,0.0685,0.003,3.442855257
0.0815,0.0695,0,3.703555063
0.0815,0.0695,0.003,3.714023924
0.0815,0.0705,0,3.767797355
0.0815,0.0705,0.003,3.985192591
0.0815,0.0715,0,3.843889151
0.0815,0.0715,0.003,4.26751806
0.0815,0.0725,0,3.9207516
0.0815,0.0725,0.003,4.550569131
0.0815,0.0735,0,3.997614049
0.0815,0.0735,0.003,4.833620202
0.0815,0.0745,0,4.074509357
0.0815,0.0745,0.003,5.114930376
0.0815,0.0755,0,4.153107208
0.0815,0.0755,0.003,5.306039435
0.0815,0.0765,0,4.231705058
0.0815,0.0765,0.003,5.497148495
0.0815,0.0775,0,4.310302909
0.0815,0.0775,0.003,5.688257554
0.0815,0.0785,0,4.388822972
0.0815,0.0785,0.003,5.859532582
0.0815,0.0795,0,4.466634575
0.0815,0.0795,0.003,5.850165708
0.0815,0.0805,0,4.544446178
0.0815,0.0805,0.003,5.840798834
0.0815,0.0815,0,4.622257781
0.0815,0.0815,0.003,5.83143196
0.0815,0.0825,0,4.700658105
0.0815,0.0825,0.003,5.787330621
0.0815,0.0835,0,4.781759852
0.0815,0.0835,0.003,5.583845662
0.0815,0.0845,0,4.862861599
0.0815,0.0845,0.003,5.380360704
0.0815,0.0855,0,4.943963347
0.0815,0.0855,0.003,5.176875745
0.0815,0.0865,0,5.031834467
0.0815,0.0865,0.003,4.963381185
0.0815,0.0875,0,5.139079378
0.0815,0.0875,0.003,4.721239372
0.0815,0.0885,0,5.246324288
0.0815,0.0885,0.003,4.479097559
0.0815,0.0895,0,5.353569199
0.0815,0.0895,0.003,4.236955746
0.0815,0.0905,0,5.498630419
0.0815,0.0905,0.003,4.025547827
0.0815,0.0915,0,5.717449348
0.0815,0.0915,0.003,3.87408393
0.0815,0.0925,0,5.936268276
0.0815,0.0925,0.003,3.722620034
0.0815,0.0935,0,6.155087205
0.0815,0.0935,0.003,3.571156137
0.0815,0.0945,0,7.037362722
0.0815,0.0945,0.003,4.156935286
0.0815,0.0955,0,8.839856987
0.0815,0.0955,0.003,5.765275493
0.0815,0.0965,0,10.64235125
0.0815,0.0965,0.003,7.373615701
0.0815,0.0975,0,12.44484552
0.0815,0.0975,0.003,8.981955909
0.0815,0.0985,0,13.65848027
0.0815,0.0985,0.003,10.09824422
0.0815,0.0995,0,14.28074095
0.0815,0.0995,0.003,10.72037947
0.0825,0.0005,0,3.902706048
0.0825,0.0005,0.003,2.021349187
0.0825,0.0015,0,3.934652524
0.0825,0.0015,0.003,2.020583403
0.0825,0.0025,0,3.966598999
0.0825,0.0025,0.003,2.019817619
0.0825,0.0035,0,3.998545475
0.0825,0.0035,0.003,2.019051835
0.0825,0.0045,0,4.04000478
0.0825,0.0045,0.003,2.037370897
0.0825,0.0055,0,4.088382874
0.0825,0.0055,0.003,2.069570583
0.0825,0.0065,0,4.136760968
0.0825,0.0065,0.003,2.101770269
0.0825,0.0075,0,4.185139062
0.0825,0.0075,0.003,2.133969955
0.0825,0.0085,0,4.212029512
0.0825,0.0085,0.003,2.198280812
0.0825,0.0095,0,4.227797935
0.0825,0.0095,0.003,2.279212443
0.0825,0.0105,0,4.243566359
0.0825,0.0105,0.003,2.360144075
0.0825,0.0115,0,4.259334782
0.0825,0.0115,0.003,2.441075707
0.0825,0.0125,0,4.280184296
0.0825,0.0125,0.003,2.514555318
0.0825,0.0135,0,4.302828956
0.0825,0.0135,0.003,2.585402135
0.0825,0.0145,0,4.325473615
0.0825,0.0145,0.003,2.656248952
0.0825,0.0155,0,4.348118275
0.0825,0.0155,0.003,2.727095768
0.0825,0.0165,0,4.378221441
0.0825,0.0165,0.003,2.733559732
0.0825,0.0175,0,4.409973671
0.0825,0.0175,0.003,2.725788741
0.0825,0.0185,0,4.441725902
0.0825,0.0185,0.003,2.71801775
0.0825,0.0195,0,4.473478132
0.0825,0.0195,0.003,2.710246759
0.0825,0.0205,0,4.492361581
0.0825,0.0205,0.003,2.651492166
0.0825,0.0215,0,4.509798222
0.0825,0.0215,0.003,2.587005597
0.0825,0.0225,0,4.527234862
0.0825,0.0225,0.003,2.522519028
0.0825,0.0235,0,4.544671502
0.0825,0.0235,0.003,2.458032459
0.0825,0.0245,0,4.544881958
0.0825,0.0245,0.003,2.425685869
0.0825,0.0255,0,4.544721731
0.0825,0.0255,0.003,2.394030885
0.0825,0.0265,0,4.544561504
0.0825,0.0265,0.003,2.362375901
0.0825,0.0275,0,4.543110426
0.0825,0.0275,0.003,2.333630753
0.0825,0.0285,0,4.521047131
0.0825,0.0285,0.003,2.351349641
0.0825,0.0295,0,4.498983836
0.0825,0.0295,0.003,2.369068529
0.0825,0.0305,0,4.476920541
0.0825,0.0305,0.003,2.386787417
0.0825,0.0315,0,4.453540329
0.0825,0.0315,0.003,2.403888281
0.0825,0.0325,0,4.421998366
0.0825,0.0325,0.003,2.417158864
0.0825,0.0335,0,4.390456403
0.0825,0.0335,0.003,2.430429447
0.0825,0.0345,0,4.35891444
0.0825,0.0345,0.003,2.44370003
0.0825,0.0355,0,4.324780652
0.0825,0.0355,0.003,2.450373536
0.0825,0.0365,0,4.281400345
0.0825,0.0365,0.003,2.4335115
0.0825,0.0375,0,4.238020038
0.0825,0.0375,0.003,2.416649463
0.0825,0.0385,0,4.194639731
0.0825,0.0385,0.003,2.399787427
0.0825,0.0395,0,4.150521899
0.0825,0.0395,0.003,2.385666622
0.0825,0.0405,0,4.104674416
0.0825,0.0405,0.003,2.377974587
0.0825,0.0415,0,4.058826934
0.0825,0.0415,0.003,2.370282552
0.0825,0.0425,0,4.012979451
0.0825,0.0425,0.003,2.362590517
0.0825,0.0435,0,3.966861071
0.0825,0.0435,0.003,2.36295966
0.0825,0.0445,0,3.920298696
0.0825,0.0445,0.003,2.376540889
0.0825,0.0455,0,3.873736321
0.0825,0.0455,0.003,2.390122117
0.0825,0.0465,0,3.827173947
0.0825,0.0465,0.003,2.403703346
0.0825,0.0475,0,3.782618256
0.0825,0.0475,0.003,2.40909561
0.0825,0.0485,0,3.740428364
0.0825,0.0485,0.003,2.404833418
0.0825,0.0495,0,3.698238471
0.0825,0.0495,0.003,2.400571226
0.0825,0.0505,0,3.656048579
0.0825,0.0505,0.003,2.396309034
0.0825,0.0515,0,3.618853959
0.0825,0.0515,0.003,2.375905415
0.0825,0.0525,0,3.585932856
0.0825,0.0525,0.003,2.341692606
0.0825,0.0535,0,3.553011753
0.0825,0.0535,0.003,2.307479797
0.0825,0.0545,0,3.52009065
0.0825,0.0545,0.003,2.273266988
0.0825,0.0555,0,3.492871617
0.0825,0.0555,0.003,2.233730157
0.0825,0.0565,0,3.469163229
0.0825,0.0565,0.003,2.190915435
0.0825,0.0575,0,3.445454842
0.0825,0.0575,0.003,2.148100714
0.0825,0.0585,0,3.421746454
0.0825,0.0585,0.003,2.105285993
0.0825,0.0595,0,3.418231414
0.0825,0.0595,0.003,2.099722759
0.0825,0.0605,0,3.423414633
0.0825,0.0605,0.003,2.110205559
0.0825,0.0615,0,3.428597852
0.0825,0.0615,0.003,2.120688358
0.0825,0.0625,0,3.433781072
0.0825,0.0625,0.003,2.131171157
0.0825,0.0635,0,3.467483188
0.0825,0.0635,0.003,2.236408784
0.0825,0.0645,0,3.5092791
0.0825,0.0645,0.003,2.368538269
0.0825,0.0655,0,3.551075011
0.0825,0.0655,0.003,2.500667755
0.0825,0.0665,0,3.592870923
0.0825,0.0665,0.003,2.63279724
0.0825,0.0675,0,3.65699343
0.0825,0.0675,0.003,2.861866028
0.0825,0.0685,0,3.724782697
0.0825,0.0685,0.003,3.106855432
0.0825,0.0695,0,3.792571964
0.0825,0.0695,0.003,3.351844836
0.0825,0.0705,0,3.860361231
0.0825,0.0705,0.003,3.59683424
0.0825,0.0715,0,3.937174109
0.0825,0.0715,0.003,3.878063072
0.0825,0.0725,0,4.014573854
0.0825,0.0725,0.003,4.161648799
0.0825,0.0735,0,4.0919736
0.0825,0.0735,0.003,4.445234526
0.0825,0.0745,0,4.169361612
0.0825,0.0745,0.003,4.727789618
0.0825,0.0755,0,4.246141731
0.0825,0.0755,0.003,4.956944343
0.0825,0.0765,0,4.32292185
0.0825,0.0765,0.003,5.186099067
0.0825,0.0775,0,4.399701969
0.0825,0.0775,0.003,5.415253792
0.0825,0.0785,0,4.47628908
0.0825,0.0785,0.003,5.62693303
0.0825,0.0795,0,4.551118334
0.0825,0.0795,0.003,5.679451219
0.0825,0.0805,0,4.625947588
0.0825,0.0805,0.003,5.731969407
0.0825,0.0815,0,4.700776841
0.0825,0.0815,0.003,5.784487595
0.0825,0.0825,0,4.775937178
0.0825,0.0825,0.003,5.798754029
0.0825,0.0835,0,4.85261673
0.0825,0.0835,0.003,5.637497304
0.0825,0.0845,0,4.929296281
0.0825,0.0845,0.003,5.476240578
0.0825,0.0855,0,5.005975833
0.0825,0.0855,0.003,5.314983853
0.0825,0.0865,0,5.089337155
0.0825,0.0865,0.003,5.134308213
0.0825,0.0875,0,5.191821552
0.0825,0.0875,0.003,4.898056079
0.0825,0.0885,0,5.294305948
0.0825,0.0885,0.003,4.661803946
0.0825,0.0895,0,5.396790344
0.0825,0.0895,0.003,4.425551812
0.0825,0.0905,0,5.537520823
0.0825,0.0905,0.003,4.210475195
0.0825,0.0915,0,5.752847252
0.0825,0.0915,0.003,4.03669974
0.0825,0.0925,0,5.96817368
0.0825,0.0925,0.003,3.862924285
0.0825,0.0935,0,6.183500109
0.0825,0.0935,0.003,3.68914883
0.0825,0.0945,0,7.05970022
0.0825,0.0945,0.003,4.251835427
0.0825,0.0955,0,8.852536572
0.0825,0.0955,0.003,5.835999839
0.0825,0.0965,0,10.64537292
0.0825,0.0965,0.003,7.420164251
0.0825,0.0975,0,12.43820928
0.0825,0.0975,0.003,9.004328664
0.0825,0.0985,0,13.6454451
0.0825,0.0985,0.003,10.1072394
0.0825,0.0995,0,14.26457977
0.0825,0.0995,0.003,10.7268414
0.0835,0.0005,0,3.9715517
0.0835,0.0005,0.003,2.072342719
0.0835,0.0015,0,4.000851445
0.0835,0.0015,0.003,2.070850876
0.0835,0.0025,0,4.030151191
0.0835,0.0025,0.003,2.069359032
0.0835,0.0035,0,4.059450936
0.0835,0.0035,0.003,2.067867189
0.0835,0.0045,0,4.096958733
0.0835,0.0045,0.003,2.083560314
0.0835,0.0055,0,4.140436339
0.0835,0.0055,0.003,2.111752262
0.0835,0.0065,0,4.183913945
0.0835,0.0065,0.003,2.13994421
0.0835,0.0075,0,4.22739155
0.0835,0.0075,0.003,2.168136158
0.0835,0.0085,0,4.251127559
0.0835,0.0085,0.003,2.224861532
0.0835,0.0095,0,4.264645296
0.0835,0.0095,0.003,2.296355837
0.0835,0.0105,0,4.278163033
0.0835,0.0105,0.003,2.367850142
0.0835,0.0115,0,4.29168077
0.0835,0.0115,0.003,2.439344447
0.0835,0.0125,0,4.311213106
0.0835,0.0125,0.003,2.503529362
0.0835,0.0135,0,4.332870397
0.0835,0.0135,0.003,2.565131874
0.0835,0.0145,0,4.354527687
0.0835,0.0145,0.003,2.626734385
0.0835,0.0155,0,4.376184978
0.0835,0.0155,0.003,2.688336897
0.0835,0.0165,0,4.404993865
0.0835,0.0165,0.003,2.692769664
0.0835,0.0175,0,4.43538396
0.0835,0.0175,0.003,2.684562284
0.0835,0.0185,0,4.465774055
0.0835,0.0185,0.003,2.676354903
0.0835,0.0195,0,4.49616415
0.0835,0.0195,0.003,2.668147523
0.0835,0.0205,0,4.513093335
0.0835,0.0205,0.003,2.616080209
0.0835,0.0215,0,4.528509139
